ra,dec,wid,hei,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,score,GLON,GLAT,reff
266.699490874243,-28.1210093082895,6.23775588996978,5.49103364778198,266.751451176707,-28.0761247504946,266.750538301817,-28.1667687413695,266.648485439908,-28.0752515139064,266.647488578541,-28.1658922273877,0.998893618583679,0.8308348757523721,0.20285238467373262,2.9262487709725864
266.540918033202,-28.4250233403766,3.42580976693625,2.95000712886356,266.569460251902,-28.4009885458191,266.568889369342,-28.4496070056315,266.512959089112,-28.4004402201505,266.512363422453,-28.4490575899054,0.99802839756012,0.49851044907294506,0.16425669527816286,1.589509612631546
266.728459661558,-28.5459664250942,4.45762481308066,3.82447853349603,266.765508052044,-28.514095822165,266.765617887186,-28.5777596165289,266.691324140301,-28.5141731306264,266.691388566702,-28.5778371310566,0.954258680343628,0.480772719115397,-0.0394194228146123,2.064466662845772
269.631342997143,-26.1662230722379,4.00605305165755,3.63305977958284,269.663787409903,-26.1359481082451,269.664735458348,-26.1956967370879,269.597967907487,-26.136748339047,269.598881212835,-26.1964991045715,0.999644935131073,3.8411473256071984,-1.0482338348708555,1.907500341864461
269.274369467988,-25.340424464826,1.25023079295033,1.13105490602642,269.284708088459,-25.3309990224819,269.284788857996,-25.3497779477492,269.263951678113,-25.3310709514906,269.264029247384,-25.3498499375823,0.423746287822723,4.395291949289099,-0.35665110450524434,0.594575409858113
268.403400313985,-27.1659783924412,2.26779445697275,2.01137152452105,268.422136957815,-27.149217014023,268.422301402673,-27.1825974271905,268.38450482839,-27.1493592557864,268.384658067061,-27.182739872765,0.144931316375732,2.42492235172344,-0.6028964245198596,1.0678690456022297
267.363801136393,-28.7575088057664,10.1622285713802,8.8498344470883,267.446070324971,-28.6837632436646,267.448547027125,-28.8292624619213,267.279176550935,-28.6857490330304,267.281410642543,-28.8312604844494,0.99823009967804,0.5875673638939358,-0.6261047177274137,4.741677985433675
266.16220201894,-28.0415236878819,12.1647764442116,10.6065578820471,266.263496847066,-27.9556062791901,266.260976567331,-28.1299161408431,266.063584088364,-27.9531401761423,266.060750572996,-28.1274321553521,0.868683099746704,0.6518021945789593,0.6489245272339756,5.679489534229583
6.58215495825269,64.8779525702183,4.40112337212422,2.16492926521198,6.61885286457874,64.8944223272813,6.61449523278195,64.8599120985133,6.54977092727341,64.8959942529335,6.54550080837667,64.861481602145,0.416823863983154,120.26941359586037,2.136088236397977,1.5433827124307307
4.1728978568684,64.5080184688925,4.2839834881563,1.88947443086562,4.20861754156894,64.5232977137302,4.20747429574305,64.4922730093674,4.13828177339527,64.5237642498818,4.13721781676634,64.4927389025904,0.12652787566185,119.20299567162651,1.888130297164537,1.4225397413712066
1.81897440845953,64.9609188622104,14.394717375653,6.24732725508551,1.93396221129891,65.0129823891312,1.9387092319615,64.9110171267932,1.69879727570062,65.0108156647043,1.7044289148771,64.9088602682131,0.993869543075562,118.27853871887993,2.488926928285414,4.741532194084787
0.517761173462938,63.6256312603859,10.3845145853634,4.74463069750442,0.597238991965999,63.6651724243926,0.60418802440317,63.5891774833014,0.43111278131378,63.6620798877489,0.438504896168805,63.5860952461008,0.413249105215073,117.482033897958,1.2774648995872633,3.5096540670127867
0.193129239324199,64.5777983460879,25.9673684264559,18.1364680013579,0.378382761512784,64.7289622152035,0.408453227765526,64.4347784346656,-0.0243362460087389,64.7207649859684,0.0100172140272236,64.4266877485142,0.167026668787003,117.52648736535181,2.239102184701487,10.850764334205781
339.097619802008,59.4140617475522,5.72022488996026,2.90117017674945,339.14532013121,59.4366666458202,339.142182876925,59.3898860604956,339.052993150186,59.4382388967748,339.049983049711,59.3914553871181,0.999590992927551,106.5036369062731,0.9202181179231886,2.03686927998906
338.620286687304,59.3151376615517,11.6887995949844,5.9812690710109,338.711449661039,59.3649846966539,338.717558599088,59.2685042616337,338.522745272505,59.3617648091156,338.529393216582,59.2652968788037,0.993664383888245,106.24339959861217,0.9554897082894575,4.180725280819255
338.170925080677,58.4757974154214,3.81020164979645,1.99836061340179,338.202691366049,58.4918207012701,338.201442825946,58.459144614417,338.140378125492,58.4924506246404,338.139188005219,58.4597737213581,0.999632358551025,105.62006743129801,0.3473095414111049,1.3796880903008246
335.542352664673,58.6724983747521,55.2864808579079,28.4248734307337,335.988267822273,58.9094152582302,336.0000449752,58.444895042022,335.078603627568,58.9000158310381,335.102494233649,58.4356673677179,0.999173164367676,104.55495161789098,1.231920380615489,19.82114540595922
336.384034387974,58.1930052536907,15.8727737860443,8.30822518942867,336.514653889378,58.262241829114,336.516050329135,58.1247702253959,336.251504099368,58.2612375509627,336.253929234017,58.1237714092902,0.754894852638245,104.67116027812976,0.591182033443157,5.741832873641402
336.626334243877,58.0971065466229,4.8878561198967,2.58899953795577,336.666791207968,58.1186816092952,336.667041586128,58.0756875119683,336.585577317463,58.118525448232,336.585926863949,58.075531616996,0.235672622919083,104.72920109916572,0.4422490961442344,1.7786692522787113
334.118024423429,60.0494994887187,5.37808279407614,2.65187900519905,334.159355057422,60.0715992384936,334.162814390249,60.0291916610105,334.073179677015,60.0698058002971,334.076748569031,60.0274012550736,0.964434146881104,104.70364002843213,2.7813352833916136,1.888254806020149
334.566184123814,59.3265997502626,13.7677293768422,7.0814861350496,334.673354757149,59.3856165796714,334.680729379027,59.2714997722879,334.451267222746,59.381690838337,334.459385136334,59.267591810754,0.191371083259583,104.4906234290488,2.054393568578126,4.9370027520050845
333.814725315954,58.8308018834212,27.1849247562761,14.2365822979336,334.042024949702,58.9477140038866,334.037165051485,58.7121676520028,333.590768392199,58.949444023635,333.588942870431,58.7138818541605,0.998002707958221,103.89356580467717,1.8572875044903079,9.836417266411805
334.229082780825,58.0320514130328,4.46590147151596,2.44506742523399,334.266319291836,58.0519032068824,334.26525316225,58.011676056117,334.192871068568,58.0524271798709,334.191887600645,58.0121992092611,0.623758792877197,103.62749201545665,1.0735123751457525,1.6522280572236552
113.477608673697,-22.0105318003874,3.03428568572286,2.83736468777839,113.502883633714,-21.9868870970402,113.502896593274,-22.0341725036366,113.45232930262,-21.9868910923697,113.452325165179,-22.0341765085032,0.959206163883209,237.23208494200296,-1.0802886739502513,1.467086829170438
113.860761920616,-22.4067260806291,2.65072073237718,2.41851037689031,113.882733867681,-22.3865718808831,113.882854435596,-22.4267729007053,113.838675756723,-22.3866791537636,113.838783622463,-22.4268803871646,0.29479706287384,237.75073158216796,-0.962421657377604,1.265977448208744
112.52951696868,-20.7437779088472,2.46503817122573,2.35070346221455,112.550010760593,-20.7241887351508,112.550061563712,-20.7633245780599,112.508977594192,-20.7242311959904,112.509017956221,-20.7633671261877,0.918509244918823,235.6963747989133,-1.2434804346306088,1.2035960455642234
113.308802171483,-22.135763584815,2.29327085804812,2.12746494527572,113.327910342055,-22.1180709231056,113.327875693636,-22.1534924754385,113.289733489154,-22.1180347263505,113.289689161087,-22.1534562143652,0.97736918926239,237.26600817873458,-1.277783535518973,1.1044063292692308
112.117986030055,-21.9794017225493,6.22371906764471,5.64196268245055,112.169834409922,-21.9325310059923,112.16972321514,-22.0264182470133,112.066280736364,-21.9323855356391,112.066105758795,-22.0262721015523,0.968091726303101,236.59874231087016,-2.170906208472179,2.962852963180395
134.158876016797,-46.3919944156153,6.87441535585265,4.75211589779889,134.214164785213,-46.3523943661489,134.216202839865,-46.430243435348,134.101629250601,-46.3537435631856,134.103507191508,-46.4315962977789,0.959491372108459,266.81895373212205,-0.6456768472364058,2.8577971630532226
134.519118331056,-47.3759506242151,3.61689376068341,2.46788282339949,134.547947119169,-47.3553852416665,134.54927014674,-47.3956251080755,134.488988584062,-47.3562755250619,134.490267474253,-47.3965166220565,0.970516443252563,267.7262561514017,-1.0993108191749639,1.493826461310966
134.754261257264,-47.5473522732325,16.1024791763197,8.58150058977856,134.888265191287,-47.4761702527488,134.888243122038,-47.6188651943071,134.620646177381,-47.4758401844774,134.619890538348,-47.6185334613967,0.154803723096848,267.95993068270286,-1.0910626574512665,5.877572512280995
131.581777452762,-44.5224300965354,3.31382540735888,2.40662171016893,131.608850419074,-44.502375044943,131.609401991393,-44.5421123233342,131.554171567937,-44.5027476110853,131.554685832644,-44.5424854067792,0.914814591407776,264.2262908791472,-0.8476020447415888,1.4120131168883734
132.658493826112,-45.1421792162541,3.68631123761702,2.60985898211047,132.687830819173,-45.1204307489866,132.689224154188,-45.1629534965312,132.627785633561,-45.1214042208102,132.629134697526,-45.1639283986884,0.531333327293396,265.18873895982557,-0.6452114728246973,1.5508668942199346
132.562147517056,-44.509750156169,1.98463837181919,1.62308605448061,132.577879523736,-44.4962245540771,132.578689843551,-44.5227795538911,132.545612537354,-44.4967205283893,132.546408163583,-44.5232759883185,0.599250018596649,264.6566622039587,-0.2965710411994798,0.8973905036948562
132.567417883517,-47.6029038094451,9.23652944266792,6.04199325669029,132.644318967876,-47.5555802370254,132.640090009475,-47.6532563576066,132.494885746219,-47.5525564699951,132.490376810498,-47.6502221731535,0.326387733221054,267.05150460797944,-2.2550769646689863,3.7352057710325974
131.681482326027,-45.0224680157359,3.72763709211142,2.47343849266898,131.711913465546,-45.0018561949978,131.712556817034,-45.0426070219059,131.650429532165,-45.0023286761643,131.651029489363,-45.0430801698756,0.377461850643158,264.6607697754498,-1.105150148777472,1.5182293198269694
100.652569413599,-3.36452748089694,2.25279962060881,2.71373561688996,100.671305548,-3.34191313766715,100.671343114044,-3.38710606221257,100.633796453701,-3.34194865909274,100.633832538649,-3.38714206461531,0.100306928157806,214.9243618741315,-3.495711537011401,1.236274905528936
129.013322173906,-42.015469409604,4.2515945986969,3.12334129220375,129.048671532756,-41.9894415880644,129.048766820748,-42.041448449577,128.97790691077,-41.9894903245067,128.977943431349,-42.0414972762678,0.193452775478363,261.0992159692333,-0.7875945626910957,1.8220305271743156
128.87355661113,-42.6069687615066,3.2880960532151,2.43643933017978,128.900948461227,-42.5866938418387,128.900926891462,-42.6272724328423,128.846204231492,-42.5866651106726,128.84614686034,-42.6272436606728,0.381725877523422,261.51007864841864,-1.225542618256256,1.4152072768204467
127.356509279612,-40.8418116141464,8.29312186721637,6.311578296025,127.425269755485,-40.7892153329463,127.425673447764,-40.8941876179432,127.287454749977,-40.7894352011493,127.287639165221,-40.8944083045467,0.226332038640976,259.41703574856604,-1.090011841626506,3.6174123342319287
127.643792380203,-40.8686732997675,1.76128580990081,2.14783293336524,127.658210543522,-40.8507747294328,127.658473694286,-40.8864531912443,127.629118930787,-40.8508933334042,127.629366352216,-40.8865719449889,0.130136758089066,259.56649595349046,-0.9299949751009268,0.9724900600486657
127.288151222211,-41.2106573083081,32.9598956432125,23.1786804601609,127.560865490209,-41.0175035081152,127.563159535906,-41.4032586603146,127.014751920877,-41.0180522156849,127.013827941852,-41.4038148491179,0.212523847818375,259.68574197290127,-1.347958229072307,13.819975480389536
126.594082608469,-40.8086251334043,3.98295792291691,2.99088636867481,126.626479095568,-40.7837013411607,126.627285699879,-40.8329315011231,126.56090306783,-40.7843182440281,126.5616625706,-40.8335494473053,0.997861862182617,259.0536646770407,-1.5394376761750355,1.7257298860668722
